"","CGID"
"1363","cg01131917"
"1364","cg01132160"
"1365","cg01133413"
"1366","cg01133726"
"1367","cg01134260"
"1368","cg01134358"
"1369","cg01135538"
"1370","cg01135961"
"1371","cg01136471"
"1372","cg01136922"
"1373","cg01137421"
"1374","cg01137672"
"1375","cg01137907"
"1376","cg01139541"
"1377","cg01142328"
"1378","cg01144275"
"1379","cg01145284"
"1380","cg01145572"
"1381","cg01145928"
"1382","cg01145948"
"1383","cg01146205"
"1384","cg01146870"
"1385","cg01147487"
"1386","cg01148014"
"1387","cg01149132"
"1388","cg01151642"
"1389","cg01152168"
"1390","cg01153186"
"1391","cg01154525"
"1392","cg01154658"
"1393","cg01154903"
"1394","cg01154985"
"1395","cg01155497"
"1396","cg01156081"
"1397","cg01156948"
"1398","cg01157559"
"1399","cg01157952"
"1400","cg01158257"
"1401","cg01158679"
"1402","cg01158934"
"1403","cg01160125"
"1404","cg01161629"
"1405","cg01161842"
"1406","cg01162425"
"1407","cg01162549"
"1408","cg01162610"
"1409","cg01164972"
"1410","cg01165203"
"1411","cg01165426"
"1412","cg01165442"
"1413","cg01165560"
"1414","cg01165752"
"1415","cg01166159"
"1416","cg01166299"
"1417","cg01166759"
"1418","cg01167408"
"1419","cg01167628"
"1420","cg01169521"
"1421","cg01170069"
"1422","cg01170114"
"1423","cg01171339"
"1424","cg01171368"
"1425","cg01172785"
"1426","cg01174269"
"1427","cg01174327"
"1428","cg01174428"
"1429","cg01174674"
"1430","cg01175497"
"1431","cg01175736"
"1432","cg01176782"
"1433","cg01177846"
"1434","cg01178659"
"1435","cg01179769"
"1436","cg01180268"
"1437","cg01181233"
"1438","cg01181863"
"1439","cg01183965"
"1440","cg01185087"
"1441","cg01185138"
"1442","cg01185825"
"1443","cg01188284"
"1444","cg01189984"
"1445","cg01191832"
"1446","cg01193526"
"1447","cg01193822"
"1448","cg01194336"
"1449","cg01196268"
"1450","cg01196996"
"1451","cg01198208"
"1452","cg01198359"
"1453","cg01199443"
"1454","cg01199647"
"1455","cg01200051"
"1456","cg01200086"
"1457","cg01200482"
"1458","cg01200893"
"1459","cg01201054"
"1460","cg01201744"
"1461","cg01203563"
"1462","cg01204985"
"1463","cg01205338"
"1464","cg01206398"
"1465","cg01206697"
"1466","cg01206872"
"1467","cg01207678"
"1468","cg01208557"
"1469","cg01212215"
"1470","cg01213331"
"1471","cg01213342"
"1472","cg01214224"
"1473","cg01215695"
"1474","cg01216679"
"1475","cg01217475"
"1476","cg01217720"
"1477","cg01218414"
"1478","cg01219451"
"1479","cg01221711"
"1480","cg01221716"
"1481","cg01222594"
"1482","cg01224510"
"1483","cg01224922"
"1484","cg01227445"
"1485","cg01227815"
"1486","cg01228134"
"1487","cg01228510"
"1488","cg01230067"
"1489","cg01230154"
"1490","cg01230491"
"1491","cg01230784"
"1492","cg01230988"
"1493","cg01231757"
"1494","cg01232206"
"1495","cg01235479"
"1496","cg01237333"
"1497","cg01238264"
"1498","cg01239389"
"1499","cg01240161"
"1500","cg01242426"
"1501","cg01242451"
"1502","cg01243789"
"1503","cg01244128"
"1504","cg01244571"
"1505","cg01245656"
"1506","cg01245776"
"1507","cg01246390"
"1508","cg01249072"
"1509","cg01249316"
"1510","cg01249653"
"1511","cg01251118"
"1512","cg01251255"
"1513","cg01251290"
"1514","cg01251444"
"1515","cg01251854"
"1516","cg01256320"
"1517","cg01256999"
"1518","cg01257667"
"1519","cg01260085"
"1520","cg01260170"
"1521","cg01260435"
"1522","cg01260688"
"1523","cg01260810"
"1524","cg01263165"
"1525","cg01263999"
"1526","cg01266264"
"1527","cg01269044"
"1528","cg01270221"
"1529","cg01270228"
"1530","cg01271049"
"1531","cg01271835"
"1532","cg01272937"
"1533","cg01273344"
"1534","cg01273613"
"1535","cg01276201"
"1536","cg01276327"
"1537","cg01277177"
"1538","cg01278720"
"1539","cg01279662"
"1540","cg01282078"
"1541","cg01282508"
"1542","cg01282959"
"1543","cg01283202"
"1544","cg01283712"
"1545","cg01285717"
"1546","cg01285756"
"1547","cg01286555"
"1548","cg01287904"
"1549","cg01288748"
"1550","cg01288993"
"1551","cg01289561"
"1552","cg01290869"
"1553","cg01291201"
"1554","cg01291875"
"1555","cg01296755"
"1556","cg01296971"
"1557","cg01297500"
"1558","cg01298284"
"1559","cg01299388"
"1560","cg01299854"
"1561","cg01299945"
"1562","cg01300682"
"1563","cg01301323"
"1564","cg01301560"
"1565","cg01302101"
"1566","cg01302331"
"1567","cg01305174"
"1568","cg01305849"
"1569","cg01306410"
"1570","cg01306806"
"1571","cg01307555"
"1572","cg01308549"
"1573","cg01310750"
"1574","cg01310884"
"1575","cg01311341"
"1576","cg01313422"
"1577","cg01313965"
"1578","cg01314810"
"1579","cg01315112"
"1580","cg01316535"
"1581","cg01319583"
"1582","cg01319959"
"1583","cg01320648"
"1584","cg01321873"
"1585","cg01322400"
"1586","cg01323517"
"1587","cg01323766"
"1588","cg01324264"
"1589","cg01324349"
"1590","cg01324437"
"1591","cg01325116"
"1592","cg01325188"
"1593","cg01327202"
"1594","cg01327333"
"1595","cg01328949"
"1596","cg01329179"
"1597","cg01329495"
"1598","cg01329509"
"1599","cg01330679"
"1600","cg01331064"
"1601","cg01331780"
"1602","cg01333028"
"1603","cg01333884"
"1604","cg01334783"
"1605","cg01335566"
"1606","cg01337795"
"1607","cg01338347"
"1608","cg01338834"
"1609","cg01339008"
"1610","cg01339484"
"1611","cg01340964"
"1612","cg01341969"
"1613","cg01342858"
"1614","cg01342968"
"1615","cg01344056"
"1616","cg01344787"
"1617","cg01345365"
"1618","cg01348424"
"1619","cg01348442"
"1620","cg01351278"
"1621","cg01351295"
"1622","cg01356611"
"1623","cg01356981"
"1624","cg01357003"
"1625","cg01357334"
"1626","cg01358029"
"1627","cg01358406"
"1628","cg01358966"
"1629","cg01359534"
"1630","cg01360457"
"1631","cg01360773"
"1632","cg01362776"
"1633","cg01363569"
"1634","cg01364483"
"1635","cg01364674"
"1636","cg01365049"
"1637","cg01367498"
"1638","cg01367719"
"1639","cg01368157"
"1640","cg01368488"
"1641","cg01369511"
"1642","cg01370111"
"1643","cg01370599"
"1644","cg01372083"
"1645","cg01372533"
"1646","cg01373319"
"1647","cg01373687"
"1648","cg01375522"
"1649","cg01375801"
"1650","cg01375871"
"1651","cg01377503"
"1652","cg01378151"
"1653","cg01378677"
"1654","cg01378826"
"1655","cg01379290"
"1656","cg01379680"
"1657","cg01380594"
"1658","cg01383581"
"1659","cg01383934"
"1660","cg01385253"
"1661","cg01385850"
"1662","cg01385862"
"1663","cg01386282"
"1664","cg01386294"
"1665","cg01389383"
"1666","cg01389942"
"1667","cg01390728"
"1668","cg01391280"
"1669","cg01391297"
"1670","cg01393115"
"1671","cg01395041"
"1672","cg01395667"
"1673","cg01396102"
"1674","cg01396275"
"1675","cg01396832"
"1676","cg01396998"
"1677","cg01397001"
"1678","cg01400830"
"1679","cg01401337"
"1680","cg01401762"
"1681","cg01402781"
"1682","cg01402948"
"1683","cg01403309"
"1684","cg01403906"
"1685","cg01405367"
"1686","cg01405404"
"1687","cg01406061"
"1688","cg01406075"
"1689","cg01406317"
"1690","cg01406647"
"1691","cg01406836"
"1692","cg01406864"
"1693","cg01407345"
"1694","cg01408260"
"1695","cg01408682"
"1696","cg01408860"
"1697","cg01408871"
"1698","cg01409554"
"1699","cg01409995"
"1700","cg01410479"
"1701","cg01412379"
"1702","cg01412856"
"1703","cg01413005"
"1704","cg01413240"
"1705","cg01413368"
"1706","cg01413671"
"1707","cg01415456"
"1708","cg01416563"
"1709","cg01418896"
"1710","cg01421726"
"1711","cg01425604"
"1712","cg01425807"
"1713","cg01426208"
"1714","cg01428568"
"1715","cg01429032"
"1716","cg01429471"
"1717","cg01430103"
"1718","cg01430372"
"1719","cg01431318"
"1720","cg01432878"
"1721","cg01433225"
"1722","cg01435137"
"1723","cg01435401"
"1724","cg01435641"
"1725","cg01435678"
"1726","cg01436128"
"1727","cg01436634"
"1728","cg01436914"
"1729","cg01437450"
"1730","cg01438291"
"1731","cg01439199"
"1732","cg01439601"
"1733","cg01440665"
"1734","cg01442696"
"1735","cg01442959"
"1736","cg01443020"
"1737","cg01443166"
"1738","cg01443718"
"1739","cg01444579"
"1740","cg01444712"
"1741","cg01446093"
"1742","cg01446100"
"1743","cg01447429"
"1744","cg01447674"
"1745","cg01449444"
"1746","cg01450965"
"1747","cg01454237"
"1748","cg01454395"
"1749","cg01454487"
"1750","cg01455366"
"1751","cg01458356"
"1752","cg01458605"
"1753","cg01458865"
"1754","cg01460095"
"1755","cg01460557"
"1756","cg01460814"
"1757","cg01461654"
"1758","cg01463832"
"1759","cg01466020"
"1760","cg01471092"
"1761","cg01471317"
"1762","cg01472503"
"1763","cg01473472"
"1764","cg01473840"
"1765","cg01474140"
"1766","cg01474260"
"1767","cg01474741"
"1768","cg01475346"
"1769","cg01475387"
"1770","cg01477797"
"1771","cg01481902"
"1772","cg01482313"
"1773","cg01482912"
"1774","cg01483505"
"1775","cg01484172"
"1776","cg01484569"
"1777","cg01486145"
"1778","cg01486253"
"1779","cg01486814"
"1780","cg01486987"
"1781","cg01488659"
"1782","cg01488674"
"1783","cg01490040"
"1784","cg01490325"
"1785","cg01490535"
"1786","cg01490578"
"1787","cg01490870"
"1788","cg01491466"
"1789","cg01492146"
"1790","cg01493567"
"1791","cg01495670"
"1792","cg01496199"
"1793","cg01496220"
"1794","cg01496970"
"1795","cg01497699"
"1796","cg01498468"
"1797","cg01500733"
"1798","cg01501491"
"1799","cg01501540"
"1800","cg01502484"
"1801","cg01503378"
"1802","cg01503773"
"1803","cg01504784"
"1804","cg01505312"
"1805","cg01505987"
"1806","cg01506298"
"1807","cg01506522"
"1808","cg01507577"
"1809","cg01508600"
"1810","cg01509427"
"1811","cg01511151"
"1812","cg01511809"
"1813","cg01514341"
"1814","cg01515015"
"1815","cg01515114"
"1816","cg01516809"
"1817","cg01516933"
"1818","cg01517490"
"1819","cg01517690"
"1820","cg01517906"
"1821","cg01518755"
"1822","cg01518906"
"1823","cg01519223"
"1824","cg01519365"
"1825","cg01519733"
"1826","cg01521036"
"1827","cg01521143"
"1828","cg01521567"
"1829","cg01522278"
"1830","cg01522525"
"1831","cg01523029"
"1832","cg01523316"
"1833","cg01525560"
"1834","cg01526355"
"1835","cg01526771"
"1836","cg01528830"
"1837","cg01529454"
"1838","cg01531320"
"1839","cg01531551"
"1840","cg01531806"
"1841","cg01532713"
"1842","cg01533397"
"1843","cg01533849"
"1844","cg01534273"
"1845","cg01534758"
"1846","cg01534765"
"1847","cg01536330"
"1848","cg01536436"
"1849","cg01538971"
"1850","cg01540760"
"1851","cg01540869"
"1852","cg01541565"
"1853","cg01541773"
"1854","cg01542190"
"1855","cg01544213"
"1856","cg01544812"
"1857","cg01544851"
"1858","cg01545952"
"1859","cg01546046"
"1860","cg01546595"
"1861","cg01547622"
"1862","cg01549226"
"1863","cg01551879"
"1864","cg01552707"
"1865","cg01552777"
"1866","cg01553112"
"1867","cg01553616"
"1868","cg01555105"
"1869","cg01555263"
"1870","cg01557296"
"1871","cg01558721"
"1872","cg01559776"
"1873","cg01560140"
"1874","cg01561108"
"1875","cg01561861"
"1876","cg01562825"
"1877","cg01563601"
"1878","cg01563774"
"1879","cg01565380"
"1880","cg01566692"
"1881","cg01567591"
"1882","cg01569224"
"1883","cg01569306"
"1884","cg01570182"
"1885","cg01570445"
"1886","cg01570504"
"1887","cg01570662"
"1888","cg01570817"
"1889","cg01571548"
"1890","cg01571722"
"1891","cg01573470"
"1892","cg01573622"
"1893","cg01573921"
"1894","cg01575164"
"1895","cg01576350"
"1896","cg01577514"
"1897","cg01577700"
"1898","cg01577992"
"1899","cg01579093"
"1900","cg01579172"
"1901","cg01579370"
"1902","cg01579629"
"1903","cg01580475"
"1904","cg01583657"
"1905","cg01583878"
"1906","cg01584464"
"1907","cg01585069"
"1908","cg01585094"
"1909","cg01585297"
"1910","cg01585723"
"1911","cg01586011"
"1912","cg01586208"
"1913","cg01586506"
"1914","cg01586779"
"1915","cg01589157"
"1916","cg01590541"
"1917","cg01591240"
"1918","cg01592257"
"1919","cg01592369"
"1920","cg01593421"
"1921","cg01593808"
"1922","cg01594675"
"1923","cg01597784"
"1924","cg01598742"
"1925","cg01598983"
"1926","cg01599167"
"1927","cg01599189"
"1928","cg01600189"
"1929","cg01600661"
"1930","cg01602339"
"1931","cg01603569"
"1932","cg01603620"
"1933","cg01603921"
"1934","cg01606628"
"1935","cg01607468"
"1936","cg01608382"
"1937","cg01608878"
"1938","cg01609081"
"1939","cg01611273"
"1940","cg01612532"
"1941","cg01614387"
"1942","cg01621422"
"1943","cg01622930"
"1944","cg01623085"
"1945","cg01623282"
"1946","cg01623657"
"1947","cg01624238"
"1948","cg01624569"
"1949","cg01624645"
"1950","cg01626125"
"1951","cg01630130"
"1952","cg01630829"
"1953","cg01630940"
"1954","cg01632517"
"1955","cg01633517"
"1956","cg01633848"
"1957","cg01634102"
"1958","cg01634289"
"1959","cg01634664"
"1960","cg01635128"
"1961","cg01636541"
"1962","cg01636576"
"1963","cg01637519"
"1964","cg01638082"
"1965","cg01638235"
"1966","cg01638829"
"1967","cg01641152"
"1968","cg01641177"
"1969","cg01641468"
"1970","cg01642415"
"1971","cg01645401"
"1972","cg01645955"
"1973","cg01648779"
"1974","cg01648784"
"1975","cg01649661"
"1976","cg01650371"
"1977","cg01650965"
"1978","cg01651290"
"1979","cg01651688"
"1980","cg01651927"
"1981","cg01653494"
"1982","cg01653868"
"1983","cg01655158"
"1984","cg01658444"
"1985","cg01658502"
"1986","cg01658563"
"1987","cg01659202"
"1988","cg01659483"
"1989","cg01660676"
"1990","cg01665013"
"1991","cg01665970"
"1992","cg01666573"
"1993","cg01668740"
"1994","cg01668907"
"1995","cg01670029"
"1996","cg01671587"
"1997","cg01673418"
"1998","cg01673454"
"1999","cg01673783"
"2000","cg01675238"
"2001","cg01675697"
"2002","cg01675955"
"2003","cg01678317"
"2004","cg01678701"
"2005","cg01679542"
"2006","cg01679924"
"2007","cg01681351"
"2008","cg01681698"
"2009","cg01682748"
"2010","cg01683000"
"2011","cg01684860"
"2012","cg01686861"
"2013","cg01687389"
"2014","cg01687925"
"2015","cg01688243"
"2016","cg01688962"
"2017","cg01689796"
"2018","cg01690573"
"2019","cg01692354"
"2020","cg01692616"
"2021","cg01692649"
"2022","cg01694554"
"2023","cg01694628"
"2024","cg01694818"
"2025","cg01695023"
"2026","cg01695706"
"2027","cg01696060"
"2028","cg01700035"
"2029","cg01700413"
"2030","cg01701555"
"2031","cg01701655"
"2032","cg01702365"
"2033","cg01702517"
"2034","cg01703390"
"2035","cg01704252"
"2036","cg01704734"
"2037","cg01706603"
"2038","cg01708427"
"2039","cg01708693"
"2040","cg01709551"
"2041","cg01710670"
"2042","cg01711850"
"2043","cg01712432"
"2044","cg01714921"
"2045","cg01715726"
"2046","cg01716469"
"2047","cg01717010"
"2048","cg01717031"
"2049","cg01717047"
"2050","cg01717482"
"2051","cg01717609"
"2052","cg01718222"
"2053","cg01718231"
"2054","cg01718332"
"2055","cg01718738"
"2056","cg01719179"
"2057","cg01719577"
"2058","cg01719994"
"2059","cg01720033"
"2060","cg01720520"
"2061","cg01721454"
"2062","cg01725474"
"2063","cg01727317"
"2064","cg01727625"
"2065","cg01728552"
"2066","cg01729288"
"2067","cg01729523"
"2068","cg01729827"
"2069","cg01729977"
"2070","cg01731360"
"2071","cg01731704"
"2072","cg01732469"
"2073","cg01732538"
"2074","cg01736252"
"2075","cg01737532"
"2076","cg01738944"
"2077","cg01739431"
"2078","cg01745044"
"2079","cg01746522"
"2080","cg01747036"
"2081","cg01750780"
"2082","cg01751337"
"2083","cg01755807"
"2084","cg01755891"
"2085","cg01757127"
"2086","cg01757308"
"2087","cg01757760"
"2088","cg01757887"
"2089","cg01758548"
"2090","cg01758588"
"2091","cg01758870"
"2092","cg01758988"
"2093","cg01759226"
"2094","cg01759835"
"2095","cg01760876"
"2096","cg01761453"
"2097","cg01762091"
"2098","cg01766505"
"2099","cg01769284"
"2100","cg01769354"
"2101","cg01769729"
"2102","cg01770015"
"2103","cg01774400"
"2104","cg01774704"
"2105","cg01776020"
"2106","cg01776221"
"2107","cg01776465"
"2108","cg01779724"
"2109","cg01780412"
"2110","cg01783051"
"2111","cg01783525"
"2112","cg01783736"
"2113","cg01784721"
"2114","cg01785719"
"2115","cg01787110"
"2116","cg01788221"
"2117","cg01789846"
"2118","cg01789962"
"2119","cg01790213"
"2120","cg01790269"
"2121","cg01790530"
"2122","cg01790577"
"2123","cg01791785"
"2124","cg01792402"
"2125","cg01793617"
"2126","cg01796902"
"2127","cg01796929"
"2128","cg01797652"
"2129","cg01797727"
"2130","cg01798149"
"2131","cg01798232"
"2132","cg01799075"
"2133","cg01799791"
"2134","cg01800128"
"2135","cg01801842"
"2136","cg01803125"
"2137","cg01804944"
"2138","cg01805347"
"2139","cg01806195"
"2140","cg01806526"
"2141","cg01807649"
"2142","cg01808090"
"2143","cg01808171"
"2144","cg01808810"
"2145","cg01809080"
"2146","cg01809214"
"2147","cg01809540"
"2148","cg01810684"
"2149","cg01811378"
"2150","cg01813171"
"2151","cg01813209"
"2152","cg01814152"
"2153","cg01814452"
"2154","cg01816425"
"2155","cg01816633"
"2156","cg01816783"
"2157","cg01818740"
"2158","cg01819707"
"2159","cg01820961"
"2160","cg01821126"
"2161","cg01821553"
"2162","cg01821850"
"2163","cg01822143"
"2164","cg01822187"
"2165","cg01823275"
"2166","cg01823510"
"2167","cg01823827"
"2168","cg01824063"
"2169","cg01824316"
"2170","cg01826367"
"2171","cg01827805"
"2172","cg01828328"
"2173","cg01828661"
"2174","cg01829407"
"2175","cg01831107"
"2176","cg01831896"
"2177","cg01831959"
"2178","cg01832487"
"2179","cg01834029"
"2180","cg01834373"
"2181","cg01835509"
"2182","cg01835944"
"2183","cg01836455"
"2184","cg01836687"
"2185","cg01836858"
"2186","cg01837016"
"2187","cg01837661"
"2188","cg01838916"
"2189","cg01839271"
"2190","cg01839806"
"2191","cg01840215"
"2192","cg01841696"
"2193","cg01841772"
"2194","cg01842095"
"2195","cg01843131"
"2196","cg01843766"
"2197","cg01843804"
"2198","cg01849065"
"2199","cg01850086"
"2200","cg01850561"
"2201","cg01852611"
"2202","cg01853981"
"2203","cg01853986"
"2204","cg01854514"
"2205","cg01856048"
"2206","cg01856162"
"2207","cg01856642"
"2208","cg01858274"
"2209","cg01858458"
"2210","cg01858583"
"2211","cg01858764"
"2212","cg01858966"
"2213","cg01860459"
"2214","cg01860517"
"2215","cg01860778"
"2216","cg01860821"
"2217","cg01860954"
"2218","cg01863139"
"2219","cg01864295"
"2220","cg01864404"
"2221","cg01865312"
"2222","cg01866959"
"2223","cg01867045"
"2224","cg01867155"
"2225","cg01867320"
"2226","cg01867854"
"2227","cg01868367"
"2228","cg01869157"
"2229","cg01870679"
"2230","cg01873311"
"2231","cg01874112"
"2232","cg01877500"
"2233","cg01878825"
"2234","cg01879534"
"2235","cg01880149"
"2236","cg01880743"
"2237","cg01880913"
"2238","cg01881456"
"2239","cg01881574"
"2240","cg01881993"
"2241","cg01883427"
"2242","cg01884014"
"2243","cg01884526"
"2244","cg01885222"
"2245","cg01885783"
"2246","cg01886234"
"2247","cg01890083"
"2248","cg01890098"
"2249","cg01891002"
"2250","cg01892980"
"2251","cg01895141"
"2252","cg01895760"
"2253","cg01896656"
"2254","cg01897156"
"2255","cg01897498"
"2256","cg01899154"
"2257","cg01900254"
"2258","cg01901708"
"2259","cg01901867"
"2260","cg01902355"
"2261","cg01902849"
"2262","cg01903381"
"2263","cg01904634"
"2264","cg01904642"
"2265","cg01904776"
"2266","cg01905902"
"2267","cg01906102"
"2268","cg01907476"
"2269","cg01908444"
"2270","cg01908508"
"2271","cg01908902"
"2272","cg01908909"
"2273","cg01909103"
"2274","cg01909446"
"2275","cg01909588"
"2276","cg01911395"
"2277","cg01911977"
"2278","cg01912388"
"2279","cg01913077"
"2280","cg01913505"
"2281","cg01913604"
"2282","cg01915081"
"2283","cg01917648"
"2284","cg01918114"
"2285","cg01919250"
"2286","cg01919963"
"2287","cg01921212"
"2288","cg01922979"
"2289","cg01923740"
"2290","cg01924644"
"2291","cg01925662"
"2292","cg01926717"
"2293","cg01926732"
"2294","cg01929239"
"2295","cg01929867"
"2296","cg01930395"
"2297","cg01932215"
"2298","cg01932247"
"2299","cg01932381"
"2300","cg01932762"
"2301","cg01933240"
"2302","cg01933245"
"2303","cg01933421"
"2304","cg01933559"
"2305","cg01933576"
